Email_Client,Product,Price,Pay_Method,Bank,Type_Card,Street,Number,Region
katelynsimmons@outlook.com,CD Optical Lens Replacement Fast Read Precise CD Optical Pickup Lens For CD Player (Original Disassembly Machine Single Head),46.26,OnePay,Banco Ripley,Diners Club,EL TIJAR,6299,Región de Aysén del General Carlos Ibáñez del Campo
zsims@gmail.com,EEEONE Original Optical Laser Unit for PRIMARE D30.2 Mk II CD Player opticals,64.99,Fintoc,Banco Internacional,Magna,AZAPA,1486,Región de Valparaíso
karen92@hotmail.com,EEEONE Alpine Optical pick-ups AP02 AP-02 Laser Lens for Cha-S634 Chm-S630 Chm-S620 Car 6 CD changer Optical Pick-ups Bloc opticals,49.89,Flow,Banco BICE,Maestro,ELOISA VIUDA DE ZURITA,6919,Región de Ñuble
kbaker@yahoo.com,EEEONE Replacement for MERIDIAN G06 G07 G08 G-06 G-07 G-08 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,51.55,WebPay,Scotiabank Chile,Mach,CLAUDIO GAY,572,Región de Atacama
iwhite@yahoo.cl,LG XG9QBK XBOOM Go Portable Bluetooth Speaker,51.55,Mach,Banco Security,Visa,LA SERENA,6648,Región de Tarapacá
curtisclark@gmail.com,"JBL Tuner XL Powerful Portable Radio - Bluetooth speaker with DAB and FM radio, 15 hours of wireless music, in black",47.65,Tenpo,Banco Crédito e Inversiones (BCI),Visa Débito,VILAMA,575,Región de Coquimbo
travis45@outlook.com,EEEONE Replacement for American Audio DCD-PRO600 DCDPRO600 Radio CD Player Laser Head Optical Pick-ups Bloc Optique Repair Parts opticals,122.4,MercadoPago,Banco Consorcio,MasterCard,GENERAL OSCAR BONILLA BRADANOVIC,4684,Región de La Araucanía
bbrennan@yahoo.cl,OPTICAL LASER LENS HEAD With Mechanism for BOSE WAVE music CD-3000,47.71,PagoFacil,Banco Santander Chile,Redcompra,PANTALEON CORTES,5426,Región de Los Ríos
sheri69@icloud.com,EEEONE For PIONEER PD-8500 PD8500 CD Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up,4.03,Paypal,Banco Falabella,Tenpo,HERNAN NARANJO,4668,Región de Magallanes y de la Antártica Chilena
michael58@outlook.com,10PCS CD4026BE DIP CD4026 HEF4026BP DIP-16 CD4020BE CD4021BE CD4023BE CD4024BE CD4027BE CD4028BE CD4020 CD4021 CD4027 CD4028 (CD4024BE),159.87,OnePay,Banco de Chile,American Express,LUIS SILVA LEZAETA,094,Región Metropolitana de Santiago
smithkimberly@gmail.com,"Adastra | Studio Sound Full Range Bookshelf Speakers Supplied in Pairs, 160W Peak Power, 4 Ohms",61.81,Fintoc,Banco Estado (Banco del Estado de Chile),MasterCard Débito,AGUSTINAS,6297,Región de Los Lagos
caseypena@live.com,"Head, H8147AF Replacement Optical Pickup Visible Band Non Crack for CD",47.71,Flow,Banco Itaú-Corpbanca,Diners Club,CANCHA RAYADA,1094,Región de Antofagasta
rubiodaniel@live.com,Replacement For Alpine CDA-9805 CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit CDA9805 Optical Pickup Bloc Optique opticals,50.37,WebPay,Banco Ripley,Magna,ORIENTAL,6489,Región del Maule
etownsend@outlook.cl,"OLLIRG Portable DVD player 12.5 Inch IPS Car Headrest Monitor Monitor Wifi Bluetooth HDMI 2G/32GB DDR Rear Seat Entertainment System Monitor for Car (Color : 2 pcs monitor, Size : 1)",33.98,Mach,Banco Internacional,Maestro,COLOSO,650,Región de Arica y Parinacota
andrewcallahan@icloud.com,EEEONE Optical Laser Pickup Replacement for MARANTZ SA-7S1 SA-11S2 SACD,53.4,Tenpo,Banco BICE,Mach,JOSE MARIA CARO,7051,Región del Biobío
bclarke@hotmail.cl,"HEYSONG Portable Bluetooth Speaker, Waterproof Wireless Outdoor Speakers with LED Light, Enhanced Bass, IPX7, 40H Play, TF Card, True Wireless Stereo for Beach, Pool, Bike, Gifts for Men - Poppy Red",44.41,MercadoPago,Scotiabank Chile,Visa,TEATINOS,4778,Región del Libertador General Bernardo O'Higgins
dixonbenjamin@msn.com,EEEONE For SONY CDP-M71 CDPM71 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,186.12,PagoFacil,Banco Security,Visa Débito,PUNTA ARENAS,6911,Región de Aysén del General Carlos Ibáñez del Campo
oortega@outlook.com,For KENWOOD DP-840 DP840 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,51.13,Paypal,Banco Crédito e Inversiones (BCI),MasterCard,LUIS CRUZ MARTINEZ,6157,Región de Valparaíso
ssharp@yahoo.com,"sourcing map 5pcs Cassette Tape Machine Belts 1.2mm Square 200mm Length(Folded 100mm) Rubber for Cassette Recorder Repair, Black",37.81,OnePay,Banco Consorcio,Redcompra,PEDRO LOBOS,7306,Región de Ñuble
zfrank@msn.com,"Digital Tec Waterproof Portable Bluetooth Speaker with 8W Louder Sound and Deeper Bass, 12H Playtime, Bluetooth 5.0 Wireless Small Bluetooth Speaker for Home, Party, Outdoor, Travel (Silver) (Silver)",51.48,Fintoc,Banco Santander Chile,Tenpo,GRAN AVENIDA,729,Región de Atacama
nmartinez@gmail.com,"JBL GO 3 - Wireless Bluetooth portable speaker with integrated loop for travel with USB C charging cable, in squad",11.46,Flow,Banco Falabella,American Express,GUAYAQUIL,01488,Región de Tarapacá
rachel76@hotmail.com,Klipsch R-30C Center Channel Speaker (Unit),51.48,WebPay,Banco de Chile,MasterCard Débito,ISABEL RIQUELME,7313,Región de Coquimbo
norrisricky@yahoo.cl,EEEONE For YAMAHA CDX-593 CDX593 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : YAMAHA),39.99,Mach,Banco Estado (Banco del Estado de Chile),Diners Club,PUERTO MONTT,7221,Región de La Araucanía
mskinner@hotmail.com,"sourcing map 2pcs Cassette Tape Machine Belts 1.4mm Square 90mm Length(Folded 45mm) Rubber for Cassette Recorder Repair, Black",36.99,Tenpo,Banco Itaú-Corpbanca,Magna,JUAN AGUSTIN CORNEJO,6199,Región de Los Ríos
davisstephanie@icloud.com,HOP-1200S HOP-1200N HOP-1200 CD DVD Lasers Lens Optical Tablets for,47.32,MercadoPago,Banco Ripley,Maestro,MANUEL THOMPSON,422,Región de Magallanes y de la Antártica Chilena
robertmolina@live.com,"JBL Xtreme 3 - Wireless, portable waterproof speaker with Bluetooth with charging cable, in blue",444.38,PagoFacil,Banco Internacional,Mach,CRISPIN REYES,4650,Región Metropolitana de Santiago
richard39@outlook.cl,"LG XBOOM Go PL7 Portable Wireless Bluetooth Speaker with up to 24hrs all day battery life, IPX5 Water-Resistant Party Bluetooth Speaker, Compatible with LG OLED TV, Black",51.48,Paypal,Banco BICE,Visa,GENERAL OSCAR BONILLA BRADANOVIC,6317,Región de Los Lagos
qhill@live.com,EEEONE 10PCS/LOT SF-P151 SFP151 P151 17PIN same use SPU3200 16P TEAC 540E PVR-560X Laser Lens Optical Pick-ups Bloc Optique,219.0,OnePay,Scotiabank Chile,Visa Débito,PEDRO LOBOS,849,Región de Antofagasta
heidiwalker@outlook.com,CD Optical Pickup Lens Professional Replacement Optical Pickup Lens Repair Part for CD DVD Player (Plain Tray with Rack),916.31,Fintoc,Banco Security,MasterCard,ANGAMOS,925,Región del Maule
alexandria56@hotmail.cl,"PYLE PMP42BT Bluetooth 40 W Outdoor Megaphone Bullhorn Speaker with AUX/USB/SD,White/Red",9.95,Flow,Banco Crédito e Inversiones (BCI),Redcompra,MACHU PICHU,7345,Región de Arica y Parinacota
olsonmichael@hotmail.com,EEEONE For HITACHI DA-40 DA-50 DA-403 DA-404D DA-C70 Player DA40 DA50 DA403 DA404D DAC70 Laser Lens Optical Pick-ups opticals,12.45,WebPay,Banco Consorcio,Tenpo,MATUCANA,6698,Región del Biobío
shamilton@icloud.com,ESCOCO Travel Storage Porter Case for JBL GO/JBL GO 2 Portable Bluetooth Speaker (Red),49.63,Mach,Banco Santander Chile,American Express,PEDRO LOBOS,715,Región del Libertador General Bernardo O'Higgins
jsantos@icloud.com,EEEONE RAF3336AC RAF3336 3336AC DVD Recorder Laser Lens Lasereinheit Optical Pick-ups opticals,51.55,Tenpo,Banco Falabella,MasterCard Débito,JOSE TORIBIO MEDINA,792,Región de Aysén del General Carlos Ibáñez del Campo
jesse43@hotmail.com,"Optical Pickup Laser Lens, Optical Pick Up Lens, Head Audio Components for Cd VCD Player Pro2 LF VAU1254 VAU1255 VAU1252, Cd Recorders",169.51,MercadoPago,Banco de Chile,Diners Club,MAPOCHO,0464,Región de Valparaíso
meadowsray@yahoo.cl,"LFS IPX7 Waterproof Bluetooth Speaker 16W, Portable Wireless Bluetooth Speaker, Enhanced Bass, Wireless Stereo Pairing, Perfect Shower Speaker for Home, Travel, Outdoor",49.56,PagoFacil,Banco Estado (Banco del Estado de Chile),Magna,MONJITAS,5827,Región de Ñuble
christophercampbell@gmail.cl,"Speaker charger 17V 1A for Bose SoundLink I, II, III/1, 2, 3 Wireless Bluetooth Power,(Does Not Fit Soundlink Mini, Soundlink and Bose SoundDock)",18.99,Paypal,Banco Itaú-Corpbanca,Maestro,BUENOS AIRES,6295,Región de Atacama
russell85@yahoo.com,EEEONE For SONY CDP-XA1ES CDPXA1ES dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,112.2,OnePay,Banco Ripley,Mach,ALTO HOSPICIO,091,Región de Tarapacá
david58@outlook.com,FLOXIP IC Kits 10PCs CD4001BE CD4007UTE CD4020B CD4023BE CD4011BE CD4015BE CD4016 CD4018BE CD4021 CD4026BE CD4027 DIP (Color : Cd4007ube),17.99,Fintoc,Banco Internacional,Visa,MEJILLONES,7010,Región de Coquimbo
vevans@outlook.com,EEEONE Replacement For TOSHIBA MS-6526CD CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit MS6526CD Optical Pickup Bloc Optique opticals,20.94,Flow,Banco BICE,Visa Débito,MANUEL THOMPSON,5937,Región de La Araucanía
vkennedy@gmail.com,"CD Optical Lens Replacement, Stable Operation CD Optical Pickup Lens Quick Read Easy To Install Durable for CD Player (Domestic New Single Head)",5.88,WebPay,Scotiabank Chile,MasterCard,AYSEN,997,Región de Los Ríos
evanspatricia@hotmail.cl,EEEONE Brand new and original SF-91 5+6 PINS connector for Accuphase GE-9188 CD Player opticals,47.65,Mach,Banco Security,Redcompra,MOLLENDO,0309,Región de Magallanes y de la Antártica Chilena
lindathomas@hotmail.com,UKCOCO 2pcs turntable belts cassette belt replacement Cassette Recorder Repair Maintenance cassette tapes accessory drive belt DVD Drive Belt CD Drive Belt player Walkman machine original,15.37,Tenpo,Banco Crédito e Inversiones (BCI),Tenpo,CANCHA RAYADA,6059,Región Metropolitana de Santiago
ramirezcatherine@yahoo.com,EEEONE For DUAL CD 115 RC dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,10.97,MercadoPago,Banco Consorcio,American Express,PEDRO GAMBONI,02205,Región de Los Lagos
balllarry@gmail.cl,EEEONE HPC-1MX Laser HPC1MX laser head Laser Lens Optical Pick-up,382.04,PagoFacil,Banco Santander Chile,MasterCard Débito,PUERTO NATALES,7388,Región de Antofagasta
qallen@outlook.cl,EEEONE For MARANTZ CD-67SE CD67SE dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens,50.37,Paypal,Banco Falabella,Diners Club,PORVENIR,6154,Región del Maule
gomezdeborah@gmail.cl,EEEONE For MARANTZ CD-50 CD50 CD-52 CD52 CD-52 mk II CD-52SE CD52SE Laser Lens Lasereinheit Optical Pick-ups Bloc Optique Replacement,20.09,OnePay,Banco de Chile,Magna,PUERTO NATALES,803,Región de Arica y Parinacota
aaronlopez@yahoo.cl,"Boompods Zero Mini Portable Bluetooth Speaker - Wireless Speakers, IPX6 Waterproof, 5 Hr Playtime, Small Outdoor Speaker with Microphone & Dual Pairing Option, for Shower, Travel, & iPhone, Very Peri",546.56,Fintoc,Banco Estado (Banco del Estado de Chile),Maestro,TRAIGUEN,6480,Región del Biobío
michelle24@gmail.com,EEEONE For Resolution Audio CD50 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : Audio),45.79,Flow,Banco Itaú-Corpbanca,Mach,CIENFUEGOS,6286,Región del Libertador General Bernardo O'Higgins
edward21@live.com,"Pick Up Lens, Replacement Parts Durable Easy Use Optical Pick Up for SF-BD415",66.99,WebPay,Banco Ripley,Visa,FRESIA,6674,Región de Aysén del General Carlos Ibáñez del Campo
leonarderin@icloud.com,EEEONE VAM1201 VAM1202 Optical pick-ups CDM12.1 CDM12.2 CDM12.1/15 Laser Head Large Motor Green Resistance made in Malaysia,8.73,Mach,Banco Internacional,Visa Débito,EL TAMBO,517,Región de Valparaíso
vwilson@hotmail.cl,CD Drive DRW-V35A Rubber Belt Compatible With Sony DVD Recorder,94.91,Tenpo,Banco BICE,MasterCard,IGNACIO DOMEYKO,7536,Región de Ñuble
edurham@gmail.cl,Professional Stable Performance of Lens for PS1 Game Console KSM-440AEM,20.49,MercadoPago,Scotiabank Chile,Redcompra,PEDRO AGUIRRE CERDA,5863,Región de Atacama
michellebrown@outlook.com,"S SMAZINSTAR Bluetooth Speaker Wireless, SMAINSTAR Wireless Portable Speaker, Big Magicbox 20W Loud With Bass Enhancement, Build-In Mic For Hands-Free, 42H Play Home, Outdoors, BBQ, Travel - Blue",63.8,PagoFacil,Banco Security,Tenpo,BANDERA,7476,Región de Tarapacá
vsmith@yahoo.cl,"CD Replacement Optical Lens, Fast Read CD Pickup Optical Lens, Easy to Install, Durable for CD Player (Double Layers New Single Head)",182.99,Paypal,Banco Crédito e Inversiones (BCI),American Express,PEDRO RAMON LOPEZ,4622,Región de Coquimbo
etownsend@outlook.cl,"Optical Pickup Head, Visible Light Band Practical Single Channel Sturdy CD Optical Lens for Replacement",11.08,OnePay,Banco Consorcio,MasterCard Débito,GENERAL OSCAR BONILLA BRADANOVIC,6280,Región de La Araucanía
dustincraig@live.com,EEEONE Replacement For Kenwood RXD-A700 CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit RXDA700 Optical Pickup Bloc Optique opticals,499.0,Fintoc,Banco Santander Chile,Diners Club,SANTA LUCIA,7377,Región de Los Ríos
jennifer18@hotmail.cl,"DVD Head, Professional Optical Lens Replacement for DVD Players",51.13,Flow,Banco Falabella,Magna,CALBUCO,7485,Región de Magallanes y de la Antártica Chilena
joseph96@gmail.cl,Keneddng Replacement for Marantz CD-50 CD50 Radio Player Optical Pick-ups Bloc Optique Laser Lens Lasereinheit,41.96,WebPay,Banco de Chile,Maestro,CANCHA RAYADA,6191,Región Metropolitana de Santiago
david13@outlook.com,"Laser Lens,Professional Optical Pick Up Laser Lens,CD Player Replacement Optical Pick Up Laser Lens Parts for DVD (Double Layer New with Tantalum Capacitor Single)",44.22,Mach,Banco Estado (Banco del Estado de Chile),Mach,EL ROBLE,7477,Región de Los Lagos
qkennedy@outlook.com,EEEONE Original RAE0152 CD VCD Optical Pickup for Panasonic 501 RAE-0152 RAE 0152 0152Z NO IC,9.54,Tenpo,Banco Itaú-Corpbanca,Visa,SAN MIGUEL,6379,Región de Antofagasta
weberkirsten@live.com,EEEONE Replacement For Kenwood RXD-560 CD Player Spare Parts Laser Lens Lasereinheit ASSY Unit RXD560 Optical Pickup Bloc Optique opticals,8.3,MercadoPago,Banco Ripley,Visa Débito,TRAIGUEN,1324,Región del Maule
thomaswood@live.com,UKCOCO 4 Packs Repeater rubber square rubber band cassette tapes Logger Walkman recorder Recorder recorder maintenance belt square belt tape recorder recorder square rubber belt cassette,82.89,PagoFacil,Banco Internacional,MasterCard,PATRIA NUEVA,791,Región de Arica y Parinacota
mccannjames@yahoo.cl,EEEONE For Yamaha CD-S2100 CD-S300 CDS2100 CSS300 DVD EVD Laser Lens Optical Pick-ups opticals,9.51,Paypal,Banco BICE,Redcompra,AGUSTIN EDWARDS,722,Región del Biobío
chelsey23@yahoo.com,EEEONE For SANSUI CD-370 CD370 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : SANSUI CD-370),51.13,OnePay,Scotiabank Chile,Tenpo,EL TAMBO,7574,Región del Libertador General Bernardo O'Higgins
derekmueller@hotmail.cl,EEEONE New CMS-A30 CMSA30 Movement with stand Laser Lens Lasereinheit Optical Pick-ups Bloc SOH-A1U CD VCD SOH-A1 SOH A1U CMS A30,80.23,Fintoc,Banco Security,American Express,ANTONIO RENDIC,7167,Región de Aysén del General Carlos Ibáñez del Campo
porterspencer@gmail.com,"JBL Tuner 2 Portable Radio - Bluetooth speaker with DAB and FM radio, 12 hours of wireless music, in white",137.92,Flow,Banco Crédito e Inversiones (BCI),MasterCard Débito,CALBUCO,713,Región de Valparaíso
guerramichael@gmail.cl,EEEONE For PROCEED PCD2 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,30.14,WebPay,Banco Consorcio,Diners Club,OSORNO,141,Región de Ñuble
aguilarkenneth@outlook.com,Optical Laser Lens Pickup Head for HARMAN KARDON FL-8300 / FL-8400 / FL-8500,13.79,Mach,Banco Santander Chile,Magna,EL TIJAR,7385,Región de Atacama
rodriguezkaitlyn@outlook.cl,"Optical Pick Up Laser Lens, Large Capacitive Single Head Laser Head Replacement for VAM1201, CDM12.1, for CD Mechanism Replacement Part",48.55,Tenpo,Banco Falabella,Maestro,DIAGONAL SUR,1163,Región de Tarapacá
wesleyblack@yahoo.cl,"Portable Bluetooth Speaker, Vintage Bluetooth Cassette Music Player, HiFi Stereo Tape Retro Wireless Speaker, Turntable Audio Sound for Entertainment and Home Decoration (White)",398.9,MercadoPago,Banco de Chile,Mach,PEDRO GAMBONI,540,Región de Coquimbo
chandleredwin@hotmail.cl,"Echo Dot (5th generation, 2022 release), Deep Sea Blue + Echo Flex",999.0,PagoFacil,Banco Estado (Banco del Estado de Chile),Visa,PUERTO MONTT,02514,Región de La Araucanía
djohnson@hotmail.cl,"CD Lens Optical Pickup, Real Professional Listening Experience Metal Optical Pickup Lens Replacement for CD Player Spare Parts",63.28,Paypal,Banco Itaú-Corpbanca,Visa Débito,MAULLIN,7456,Región de Los Ríos
elliscaleb@outlook.cl,EEEONE For PIONEER PD-S503 PDS503 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,82.89,OnePay,Banco Ripley,MasterCard,EL ROBLE,7245,Región de Magallanes y de la Antártica Chilena
mcleanlauren@gmail.com,EEEONE For TEAC VRDS-10SE VRDS10SE dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick opticals,1298.08,Fintoc,Banco Internacional,Redcompra,FRESIA,02992,Región Metropolitana de Santiago
bonnie07@yahoo.cl,EEEONE For MELECTRONIC CD170 dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : MELECTRONICC),10.98,Flow,Banco BICE,Tenpo,FRESIA,951,Región de Los Lagos
bradshawjeremy@gmail.com,wiianoxd 210a Optical Pick-Up Lens for DVD CD Player Head,20.16,WebPay,Scotiabank Chile,American Express,CANCHA RAYADA,605,Región de Antofagasta
jennifer75@live.com,EEEONE For ROKSAN ATTESSA DP3P dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals (Color : ROKSAN),121.55,Mach,Banco Security,MasterCard Débito,PUNTA ARENAS,6038,Región del Maule
mcdonaldrandy@gmail.com,For PATHOS ENDORPHIN dvd Player Blu-ray CD Player Laser Lens Optical Pick-ups Bloc Optique DVD Laser Lens Optical Pick-up opticals,80.23,Tenpo,Banco Crédito e Inversiones (BCI),Diners Club,BIO BIO,978,Región de Arica y Parinacota
woodsashley@outlook.com,"OLLIRG Portable DVD player Car Headrest Monitor Touch Screen 11/12/13 Inch 3+32GB Automobile Rear Seat Video Player Car Logo WIFI HDMI In/Out for Car (Color : 216 Silver 11 inch 2, Size : 1)",99.99,MercadoPago,Banco Consorcio,Magna,SANTA CLARA,959,Región del Biobío
ananunez@gmail.com,"EWA A106MAX Portable Bluetooth Speaker with 8W Louder Sound and Deeper Bass, 12H Playtime, Bluetooth 5.0 Wireless Small Bluetooth Speaker for Home, Party, Outdoor, Travel (Black)",58.06,PagoFacil,Banco Santander Chile,Maestro,EL ROBLE,012,Región del Libertador General Bernardo O'Higgins
tracycarter@hotmail.com,Microsoft Audio Dock,8.99,Paypal,Banco Falabella,Mach,CASTRO,1453,Región de Aysén del General Carlos Ibáñez del Campo
brandonblack@yahoo.com,Optical Pick-Up Lens Mechanism KSS-210A Unit Optical Lens CD/VCD Mechanism Replacement,16.39,OnePay,Banco de Chile,Visa,GRAN AVENIDA,5470,Región de Valparaíso
qmason@msn.com,EEEONE Replacement for MD-105TX MD-105FX HI-MD AUDIO Laser Lens Optical Pick-ups Bloc Optique,19.19,Fintoc,Banco Estado (Banco del Estado de Chile),Visa Débito,JOSE FRANCISCO BLUMELL,1232,Región de Ñuble
angelsmith@gmail.cl,"LEXIBOOK BTP180HPZ Harry Potter-Portable Bluetooth Speaker with Microphone, Light Effects, Karaoke, Wireless, USB, SD Card, Rechargeable Battery, Black/Multicolor, One Size",13.53,Flow,Banco Itaú-Corpbanca,MasterCard,ISABEL RIQUELME,757,Región de Atacama
portergina@hotmail.cl,-212A -Head VCD CD Audio Replacement -210A 212B 150 Optical Lasers-Lens,63.21,WebPay,Banco Ripley,Redcompra,TEATINOS,935,Región de Tarapacá
